TimeGenerated,EventID,AccountName,AccountDomain,ServiceName,SourceIP,SourcePort
2016-10-06 21:18:09,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,49627
2016-10-06 21:20:40,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 21:35:41,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 21:48:05,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,50276
2016-10-06 21:50:43,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 22:05:44,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 22:20:46,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 22:23:57,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.101,50309
2016-10-06 22:35:47,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 22:36:01,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.102,49648
2016-10-06 22:38:57,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,50326
2016-10-06 22:45:57,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.103,49511
2016-10-06 22:49:11,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,49662
2016-10-06 22:50:48,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 22:51:01,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,49665
2016-10-06 23:00:57,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.103,49513
2016-10-06 23:05:50,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 23:09:03,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.103,49520
2016-10-06 23:09:03,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,49521
2016-10-06 23:20:51,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 23:28:06,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,50370
2016-10-06 23:28:06,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,50372
2016-10-06 23:28:06,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,50373
2016-10-06 23:28:06,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,50377
2016-10-06 23:28:06,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.101,50378
2016-10-06 23:35:53,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 23:37:52,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 23:37:52,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 23:37:52,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 23:37:52,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-06 23:50:54,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 00:05:56,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 00:13:44,4769,yokohama.kanagawa@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,49689
2016-10-07 00:13:45,4769,yokohama.kanagawa@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,49692
2016-10-07 00:13:45,4769,yokohama.kanagawa@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,49695
2016-10-07 00:13:45,4769,yokohama.kanagawa@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.102,49696
2016-10-07 00:14:37,4769,urayasu.chiba@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.103,49530
2016-10-07 00:14:45,4769,urayasu.chiba@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.103,49533
2016-10-07 00:14:45,4769,urayasu.chiba@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.103,49536
2016-10-07 00:14:45,4769,urayasu.chiba@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.103,49537
2016-10-07 00:20:57,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 00:24:06,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::1,0
2016-10-07 00:26:30,4769,chiyoda.tokyo@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,50423
2016-10-07 00:26:30,4769,chiyoda.tokyo@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,50425
2016-10-07 00:26:30,4769,chiyoda.tokyo@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,50428
2016-10-07 00:26:30,4769,chiyoda.tokyo@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.101,50429
2016-10-07 00:35:58,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 00:38:11,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,49705
2016-10-07 00:38:12,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,49707
2016-10-07 00:38:12,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,49709
2016-10-07 00:38:12,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,49712
2016-10-07 00:38:12,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.102,49713
2016-10-07 00:40:59,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 00:44:03,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 00:44:03,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 00:44:03,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 00:51:00,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 01:04:21,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 01:05:04,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.103,49544
2016-10-07 01:05:04,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,49546
2016-10-07 01:05:04,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,49547
2016-10-07 01:05:05,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.103,49551
2016-10-07 01:06:01,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 01:08:07,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,50473
2016-10-07 01:21:03,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 01:36:04,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 01:51:06,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 02:06:07,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 02:21:08,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 02:32:33,4769,Administrator@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 02:36:10,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 02:37:13,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,49753
2016-10-07 02:45:06,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,49570
2016-10-07 02:48:09,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,50637
2016-10-07 02:51:11,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 03:06:13,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 03:21:14,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 03:23:59,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,50838
2016-10-07 03:23:59,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,50839
2016-10-07 03:36:04,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,49773
2016-10-07 03:36:04,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,49774
2016-10-07 03:36:16,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 03:45:59,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,49581
2016-10-07 03:45:59,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,49582
2016-10-07 03:51:17,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 03:59:44,4769,chiyoda.tokyo@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.101,51014
2016-10-07 04:02:16,4769,chiyoda.tokyo@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,51017
2016-10-07 04:02:16,4769,chiyoda.tokyo@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.101,51018
2016-10-07 04:02:30,4769,Administrator@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 04:06:18,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 04:21:20,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 04:21:43,4769,Administrator@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 04:25:07,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,49613
2016-10-07 04:25:14,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,49821
2016-10-07 04:28:10,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,51084
2016-10-07 04:36:21,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 04:51:23,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 05:06:24,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 05:21:25,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 05:33:34,4769,chiyoda.tokyo@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,51279
2016-10-07 05:33:34,4769,chiyoda.tokyo@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,51282
2016-10-07 05:36:27,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 05:51:28,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 06:06:08,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,49776
2016-10-07 06:06:30,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 06:13:15,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,50074
2016-10-07 06:18:30,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::1,0
2016-10-07 06:21:31,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 06:24:11,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,51444
2016-10-07 06:31:32,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 06:33:42,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 06:33:42,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 06:33:42,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 06:36:33,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 06:51:34,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:04:22,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:06:35,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:21:37,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:36:38,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:37:52,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:37:52,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:37:52,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:37:52,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:45:09,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,49991
2016-10-07 07:49:13,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:49:13,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::1,0
2016-10-07 07:51:40,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 07:53:58,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.101,51717
2016-10-07 08:00:16,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,50346
2016-10-07 08:05:12,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,51752
2016-10-07 08:06:02,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.102,50368
2016-10-07 08:06:44,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 08:08:58,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,51773
2016-10-07 08:15:58,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.103,50070
2016-10-07 08:21:02,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,50399
2016-10-07 08:21:46,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 08:30:58,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.103,50099
2016-10-07 08:36:47,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 08:51:48,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 09:06:50,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 09:21:51,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 09:26:10,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.103,50237
2016-10-07 09:26:10,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,50239
2016-10-07 09:26:10,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_03$,::ffff:192.168.16.103,50240
2016-10-07 09:26:10,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.103,50244
2016-10-07 09:26:10,4769,WIN7_64JP_03$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.103,50245
2016-10-07 09:35:17,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,50581
2016-10-07 09:35:17,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,50583
2016-10-07 09:35:18,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_02$,::ffff:192.168.16.102,50584
2016-10-07 09:35:18,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,50588
2016-10-07 09:35:18,4769,WIN7_64JP_02$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.102,50589
2016-10-07 09:36:53,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 09:44:13,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,52058
2016-10-07 09:44:13,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,52060
2016-10-07 09:44:13,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN7_64JP_01$,::ffff:192.168.16.101,52061
2016-10-07 09:44:13,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.101,52065
2016-10-07 09:44:13,4769,WIN7_64JP_01$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.101,52066
2016-10-07 09:51:54,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 10:06:55,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 10:16:52,4769,yokohama.kanagawa@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,50703
2016-10-07 10:16:54,4769,yokohama.kanagawa@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,50706
2016-10-07 10:16:54,4769,yokohama.kanagawa@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.102,50709
2016-10-07 10:16:54,4769,yokohama.kanagawa@EXAMPLE.CO.JP,EXAMPLE.CO.JP,krbtgt,::ffff:192.168.16.102,50710
2016-10-07 10:21:57,4769,WIN-WFBHIBE5GXZ$@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::1,0
2016-10-07 10:25:52,4769,urayasu.chiba@EXAMPLE.CO.JP,EXAMPLE.CO.JP,WIN-WFBHIBE5GXZ$,::ffff:192.168.16.103,50377
